breed_id,breed_name,breed_image,breed_group,Selling Price,height,min_height_cm,max_height_cm,weight,min_weight_kg,max_weight_kg,adaptability_value,friendliness_value,trainability_value,health_and_grooming_needs_value,physical_needs_value,life_span,monthly_expences,min_monthly_ecxpences,max_monthly_expences,highlights
307,Nova Scotia Duck Tolling Retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22990_nova-scotia-duck-tolling-retriever-460x290.jpg,Sporting Dogs,"LKR 80,000 - LKR 100,000",17 to 21 inches,43.18,53.34,35 to 50 pounds,15.88,22.68,4,5,4,3,5,10 to 14 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","The Nova Scotia Duck Tolling Retrieverÿdog breedÿwas created to bothÿlure and retrieve waterfowl. This versatile breed excels in the field and show ring, in obedience and agility, and as a companion to an active family.Highly adaptable and affectionate, these dogs can even fair well in apartments, so long as their humans can keep up with providing enough exercise and lots of daily walks. Without adequate activity, they can end up growing bored and acting out with unwanted behaviors."
308,Cane Corso,https://www.dogtime.com/assets/uploads/2014/08/file_23300_cane-corso-dog-breed-460x290.jpg,Working Dogs,"LKR 90,000 - LKR 110,000",23 to 27 inches,58.42,68.58,90 to 120 pounds,40.82,54.43,2,3,4,4,4,10 to 12 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Cane Corsos are powerful and athletic, best suited to experienced pet parents who have large, securely fenced yards. They?ll definitely need their humans to give them a task; otherwise, they may find their own ways to reduce boredom ? probably with destructive behavior. If you can give your dog plenty of space, exercise, and training, then this may be the breed for you!"
309,Bullmastiff,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0030_Bullmastiff.jpg?itok=EpnDB9q_,Working Dogs,"LKR 85,000 - LKR 105,000",24 to 27 inches,60.96,68.58,100 to 130 pounds,45.36,58.97,3,4,3,4,4,8 to 10 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Called the ?silent watchdog,? this breed is nonetheless so mellow that they make great apartment dogs. They have short, easy-care coats, but beware: These dogs are droolers. If you can get past a little slobber, you?ll find a big, protective companion who will be happy to join you on adventures, so long as you save a spot on the couch for them afterward"
310,Irish Water Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_22986_irish-water-spaniel-460x290.jpg,Sporting Dogs,"LKR 65,000 - LKR 85,000",21 to 24 inches,53.34,60.96,45 to 65 pounds,20.41,29.48,3,5,4,2,4,10 to 12 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","Whether they?re splashing after ducks or showing off in the agility ring, canines of the Irish Water Spanielÿdog breedÿdo everything with a sense of fun. Created in Ireland as aÿwater retriever, they?re rare these days but make excellent companions for active and experienced dog owners, especially if they live near a body of water."
311,Rhodesian Ridgeback,https://www.dogtime.com/assets/uploads/2011/01/file_23042_rhodesian-ridgeback-300x189.jpg,Hound Dogs,"LKR 80,000 - LKR 100,000",24 to 27 inches,60.96,68.58,70 to 85 pounds,31.75,38.56,3,4,3,4,5,10 to 12 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","Rhodesian Ridgebacks are smart but sometimes stubborn, with a moderate energy level and an easy-care coat. These pups need plenty of activity and exercise, though, and would not fair as well in an apartment living situation. They?d also probably fit in better with an experienced pet parent who can stay consistent with training. Meet the breed?s needs and you?ll be rewarded with a loyal, lifelong companion."
312,Boston Terrier,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0021_boston_terrier.jpg?itok=XsewI81Y,Companion Dogs,"LKR 55,000 - LKR 75,000",12 to 15 inches,30.48,38.1,10 to 25 pounds,4.54,11.34,4,5,3,3,5,13 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The Boston Terrier has been popular since their creation a little more than a century ago. They were originallyÿbredÿto be fighting dogs, but today, they?re gentle, affectionateÿcompanionsÿwith tuxedo-like markings that earned them the nickname ?American Gentleman.?"
313,Chusky,https://www.dogtime.com/assets/uploads/2019/08/chusky-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 75,000 - LKR 95,000",18 to 23 inches,45.72,58.42,40 to 65 pounds,18.14,29.48,3,4,3,3,4,10 to 13 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","When it comes to other pets, Chuskies can get along with other animals if they are introduced slowly and calmly, and early socialization will help this go smoothly. That said, they may prefer to be the solo pet in the home. The Chusky is a mixed breed dog. They are not purebreds like their Chow Chow or Siberian Husky parents. This mixed breed is known to be protective, especially of family. Your Chusky may bark every time someone knocks at the door or someone new enters the home. This also makes them excellent guard dogs. Chuskies are intelligent, but they can be stubborn. They thrive best with experienced dog owners. Their fluffy, long, doublecoats make the Chusky a heavy shedder. They may not be the best dog for allergy sufferers. Daily brushing will help cut down on excessive shedding. Their coats are suited for cold weather, but they may not do as well in hotter climates. The main colors of Chuskies are brown, black, cream, red, and white. Sometimes their coats are solid, and sometimes they have a mix of colors."
314,Finnish Spitz,https://www.dogtime.com/assets/uploads/2011/01/file_23148_finnish-spitz-300x189.jpg,Sporting Dogs,"LKR 60,000 - LKR 80,000",15 to 20 inches,38.1,50.8,20 to 35 pounds,9.07,15.88,3,5,4,3,5,12 to 15 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","These dogs are very loving and playful, but they do require firm, consistent training. That may prove difficult with their independent streak, and they?ll need a securely fenced yard because they love to bark at people and animals who walk past ? and sometimes even chase them. If you can meet the breed?s needs, you?ll have an affectionate, playful companion who still acts like a puppy well into adulthood."
315,Swedish Vallhund,https://www.dogtime.com/assets/uploads/2014/06/file_23298_Swedish-Vallhund-dog-breed.jpg,Herding Dogs,"LKR 70,000 - LKR 90,000",11  to 13 inches,27.94,33.02,22 to 35 pounds,9.98,15.88,3,4,3,4,5,12 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Trainÿyour Vallhund for dog sports or give them a job to do around the house, and you?ll get along fine. The breed is generally healthy; although, they can fall victim to a hereditary eye disease called retinopathy. Their medium-length coat comes in many different colors and combinations."
316,Basenji,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/breed_library/basenji.jpg?itok=4modCcxA,Hound Dogs,"LKR 50,000 - LKR 70,000",16 to 17 inches,40.64,43.18,22 to 24 pounds,9.98,10.89,4,5,4,2,3,10 to 12 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00",
317,Mudi,https://www.dogtime.com/assets/uploads/2018/04/mudi-dog-breed-pictures-header-460x260.jpg,Herding Dogs,"LKR 65,000 - LKR 85,000",14 to 20 inches,35.56,50.8,18 to 29 pounds,8.16,13.15,3,3,4,3,4,12 to 14 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","Alert, active, and smart, the Mudi (pronounced ?moody?) is a highly trainable herding dog who can perform almost any task well. That includes watchdog duties, hunting, agility and obedience competitions, search and rescue, and more.Also known as the Hungarian Mudi, this breed originated in Hungary. They helped shepherds maintain their flocks, and were often called ?driver dog.? Even today, they?re used in Hungary for their herding skills and can help shepherds with flocks of up to 500 sheep."
318,Miniature Pinscher,https://www.dogtime.com/assets/uploads/2011/01/file_23116_miniature-pinscher-460x290.jpg,Companion Dogs,"LKR 50,000 - LKR 70,000",10 to 12 inches,25.4,30.48,8 to 11 pounds,3.63,4.99,3,3,4,3,4,10 to 14 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","The Miniature Pinscherÿdog breedÿwas originally bred in Germany to hunt vermin, primarily rats, in homes and stables. Many people think that they were developed by breedingÿDobermansÿto progressively smaller sizes, and indeed, they look similar to Dobermans. However, the Min Pin is a distinct and much older breed."
319,Bearded Collie,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0010_bearded_collie_0.jpg?itok=TW4BiB0T,Herding Dogs,"LKR 80,000 - LKR 100,000",20 to 22 inches,50.8,55.88,45 to 55 pounds,20.41,24.95,3,5,4,3,4,12 to 14 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","The Bearded Collieÿdog breedÿwas developed in Scotland toÿherdÿsheep and cattle in any weather or terrain. They function today as excellent family companions, show dogs, working sheepdogs, or even all three."
320,English Setter,https://www.dogtime.com/assets/uploads/2011/01/file_22968_english-setter-460x290.jpg,Sporting Dogs,"LKR 60,000 - LKR 80,000",23 to 27 inches,58.42,68.58,45 to 80 pounds,20.41,36.29,3,5,4,3,4,11 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","English Setters are still used as aÿhuntingÿdogs today, as well as family companions. This super affectionate dog loves their human family and even other pets in the home, but apartment dwellers beware! These pups have high energy and exercise needs, so they will prefer a home with a yard and space to run."
321,Bernedoodle,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2023-10/BREED%20Hero%20Bernadoodle_0.jpg?itok=x8ELezN7,Mixed Breed Dogs,"LKR 90,000 - LKR 110,000",10 to 29 inches,25.4,73.66,10 to 90 pounds,4.54,40.82,3,4,4,3,4,12 to 18 years.,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","Clever, goofy, gentle, and loyal. Bernedoodle fans boast that this mixed breed has the best of both worlds from its Bernese Mountain Dog and Poodle parents.Also known as the Bernese Mountain Poo, Bernedoodles aren?t bred to take home ribbons in dog shows, but are instead meant to be the perfect, loving companions for active owners and families with children."
322,Manchester Terrier,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/04/26221428/Manchester-Terrier-Slide-01.jpg,Terrier Dogs,"LKR 50,000 - LKR 70,000",15 to 16 inches,38.1,40.64,12 to 22 pounds,5.44,9.98,3,3,3,3,4,14 to 16 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","The lively, spiritedÿManchester Terrierÿdog breedÿis aÿtrue terrier. Bred in Manchester, England for ratting and rabbit coursing, this dog has game and they love to show it. The Gentleman?s Terrier (as they?re known in Victorian England) is not a sparring dog but loves a good chase. This makes them a flyball and agility rock star."
323,Petit Basset Griffon Vend‚en,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2022-11/BREED%20Hero%20griffon%20vendeen%20grande.jpg?itok=DeQIpDrG,Hound Dogs,"LKR 70,000 - LKR 90,000",13 to 15 inches,33.02,38.1,30 to 40 pounds,13.61,18.14,3,5,4,3,5,Starts at 14 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The Petit Basset Griffon Vend‚en is a small scentÿhoundÿwho has won the hearts of millions. Although theÿdog breedÿappears to be designed for winsome cuteness, in actuality, PBGVs are tough hunters who were developed for a specific purpose: to hunt small game in the rough terrain of the Vendeen region of France. The breed is known for a merry and outgoing personality."
324,Leonberger,https://www.dogtime.com/assets/uploads/2011/01/file_23272_leonberger-dog-breed.jpg,Working Dogs,"LKR 100,000 - LKR 120,000",25 to 31 inches,63.5,78.74,120 to 170 pounds,54.43,77.11,2,4,3,4,4,10 to 12 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","The jumbo-sized Leonbergerÿdog breedÿis a mix of theÿNewfoundland, longhairedÿSaint Bernard, andÿGreat Pyrenees.They need a good deal of exercise, attention, and space, but with for right pet parent, they can be a friend like no other. With their lion-like looks and deep bark, they make for an intimidating watch dog."
325,Norfolk Terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23076_norfolk-terrier-460x290.jpg,Terrier Dogs,"LKR 50,000 - LKR 70,000",9 to 10 inches,22.86,25.4,11 to 12 pounds,4.99,5.44,4,5,3,3,4,12 to 15 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","As a cute and cuddly breed with plenty of love to give, these pups get along with just about everybody in just about any type of living situation. Novice pet parents, apartment dwellers, or lifelong dog lovers in large homes can all fall for this pooch?s charms. But that doesn?t mean you get to relax and snuggle all day. This breed has high energy and needs plenty of exercise to stay happy and healthy. Meet their needs, and you?ll have a tiny best buddy for life."
326,Scottish Deerhound,https://www.dogtime.com/assets/uploads/2011/01/file_23046_scottish-deerhound-300x189.jpg,Hound Dogs,"LKR 80,000 - LKR 100,000",28 to 32 inches,71.12,81.28,75 to 110 pounds,34.02,49.9,3,4,3,3,5,8 to 11 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","The original purpose of the Scottish Deerhoundÿdog breedÿwas to hunt and bring down the Scottish roe deer, a magnificent beast twice or more the dog?s size. Today, if the Scottish Deerhound were writing a personals ad, they?d say that they enjoy long walks, opportunities to run, regular meals, and a nice sofa to nap on."
327,Field Spaniel,"https://www.uk.pedigree.com/cdn-cgi/image/format=auto,q=90/sites/g/files/fnmzdf4341/files/2022-11/large_37ee73fc-65bd-4f9d-846a-073b868c8a28.jpg",Sporting Dogs,"LKR 60,000 - LKR 80,000",16 to 19 inches,40.64,48.26,37 to 45 pounds,16.78,20.41,3,5,4,3,5,10 to 12 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The sturdy, medium-sized Field Spanielÿdog breedÿwas originally developed to retrieve game from land or water. Today, while they retain their excellentÿhuntingÿskills, they?re mainly family companions and show dogs and are rarely seen in the field.These dogs love people and are loyal family friends. However, they do not fair as well in apartments due to their high energy and exercise needs. If you decide this is the breed for you, make sure your dog has plenty of space to run and play, and keep up with daily walks!"
328,Tibetan Terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23164_tibetan-terrier-460x290.jpg,Companion Dogs,"LKR 70,000 - LKR 90,000",14 to 16 inches,35.56,40.64,20 to 24 pounds,9.07,10.89,4,4,3,2,5,12 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Affectionate and adaptable, these pups fit in well with just about any family, even apartment dwellers. They do, however, have a lot of energy and need plenty of exercise. They also don?t like being left alone for long hours of the day. If you can give your dog plenty of attention, affection, and physical activity, you?ll have a loving, furry family member."
329,Pyrenean Shepherd,https://www.dogtime.com/assets/uploads/2011/01/file_23246_pyrenean-shepherd-300x189.jpg,Herding Dogs,"LKR 60,000 - LKR 80,000",15 to 21 inches,38.1,53.34,25 to 30 pounds,11.34,13.61,3,4,3,2,5,15 to 17 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","These lean but muscular dogs have breathtaking speed, grace, and intelligence. The Pyrenean Shepherd?s passion for their family is matched only by their passion for work, and parents of thisÿdog breedÿshould be prepared to give their dogs a job to do, whether it?s a competitive dog sport or a flock of sheep to boss around."
330,Giant Schnauzer,https://www.dogtime.com/assets/uploads/2011/01/file_22924_giant-schnauzer-300x189.jpg,Working Dogs,"LKR 90,000 - LKR 110,000",23 to 27 inches,58.42,68.58,55 to 80 pounds,24.95,36.29,2,3,4,3,4,10 to 12 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","The Giant Schnauzer was created to be a workingÿdog breed, so they have intelligence and drive. They can be a loyal and courageous companion for the person who can provide them with the training, exercise, and attention they need.Giant Schnauzers love to play and have high energy. They do best in homes with big yards to run and get plenty of exercise. Apartment life generally isn?t for them, and novice trainers beware. However, if you want a loyal guardian and energetic companion, this pooch may be your new best friend!"
331,Havanese,https://www.dogtime.com/assets/uploads/2011/01/file_23108_havanese-300x189.jpg,Companion Dogs,"LKR 55,000 - LKR 75,000",8 to 11 inches,20.32,27.94,7 to 13 pounds,3.18,5.9,4,5,3,2,3,12 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The Havanese dog breed has won many admirers with their long, silky hair, expressive eyes, and cuddly size. Bred as a companion dog to the Cuban aristocracy in the 1800s, they?ve earned the nickname ?Velcro dog? because they stick so closely to their owner?s side."
332,Barbet,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2022-01/GettyImages-492302287%20%282%29.jpg?itok=YZge08ke,Sporting Dogs,"LKR 70,000 - LKR 90,000",20 to 25 inches,50.8,63.5,37 to 62 pounds,16.78,28.12,3,4,3,2,4,13 to 15 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","This woolly sportingÿdog breedÿis fun-loving and smart. The Barbet was bred for retrieving waterfowl for hunters ? and has the webbed feet to prove it ? but they?re also a talented agility competitor in their native France.Barbets do best with experienced pet parents. They have high energy and would love to participate in dog sports like agility competitions. If you can meet the breed?s needs, you?ll have an affectionate family member who even does well with kids and other dogs."
333,Dalmatian,https://www.dogtime.com/assets/uploads/2011/01/file_23146_dalmatian-300x189.jpg,Companion Dogs,"LKR 60,000 - LKR 80,000",19 to 24 inches,48.26,60.96,48 to 55 pounds,21.77,24.95,3,4,3,4,5,13 to 16 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","Best known as the star of Disney?sÿ101 Dalmatians, this sleek and athletic Dalmatianÿdog breedÿhas a history that goes back several hundred years. They started out as a coach dog but also served in many other capacities, including hunter, firehouse dog, and circus performer.As charming in life as in film, Dalmatians go from gallant to goofy to gallant again in the blink of an eye. They love to be a part of everything their family does. That said, they have high energy levels and need plenty of exercise. If you?re looking for a jogging partner and friend who?ll love you unconditionally, this may be the breed for you!"
334,Alaskan Malamute,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/breed_library/alaskan_malamute.jpg?itok=acuV5Fr8,Working Dogs,"LKR 80,000 - LKR 100,000",23  to 25 inches,58.42,63.5,75 to 100 pounds,34.02,45.36,2,4,4,3,5,12 to 15 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","The Alaskan Malamute features a powerful, sturdy body built for stamina and strength. It reigns as one of the oldestÿdog breeds whose original looks have not been significantly altered. This intelligent canine needs a job and consistent leadership to avoid becoming bored or challenging to handle."
335,Norwegian Buhund,https://www.dogtime.com/assets/uploads/2011/01/file_23284_norwegian-buhund-460x290.jpg,Herding Dogs,"LKR 65,000 - LKR 85,000",16 to 18 inches,40.64,45.72,26 to 40 pounds,11.79,18.14,3,4,3,3,5,12 to 15 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","Intelligent, independent, and eager to please, the Norwegian Buhundÿdog breedÿcan handle all kinds of dog jobs and sports with ease. They need lots of exercise and attention, and they?re quick learners.As you might have guessed from their appearance, Norwegian Buhunds handle cold weather with ease. They?re also highly affectionate to the humans in their lives, even with kids. This pup will happily join in for a fun play session in the snow!"
336,Dutch Shepherd,https://www.dogtime.com/assets/uploads/2018/01/dutch-shepherd-dog-breed-pictures-cover-460x260.jpg,Herding Dogs,"LKR 75,000 - LKR 95,000",21 to 25 inches,53.34,63.5,50 to 70 pounds,22.68,31.75,3,4,3,3,4,12 to 15 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","You may take a look at theÿDutch Shepherdÿand notice a striking resemblance to German Shepherds or Belgian Shepherds. That?s because these cousin breeds share a close ancestry and only diverged a little over a hundred years ago. While Dutch Shepherds are more rare than many other shepherd breeds, they are known to be some of the healthiest and easiest to train."
337,Welsh Springer Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_23000_welsh-springer-spaniel-460x290.jpg,Sporting Dogs,"LKR 60,000 - LKR 80,000",17 to 19 inches,43.18,48.26,35 to 55 pounds,15.88,24.95,4,4,4,3,5,10 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Welsh Springer Spaniels have a highly affectionate side and make excellent family companions. They can even adapt to apartment life; however, they do have high energy and must stay active to be happy. They also don?t take well to staying home alone all day. But give them the exercise, training, and attention that they need, and they?ll be your best friend."
338,Dogue de Bordeaux,https://www.akc.org/wp-content/uploads/2017/11/Dogue-de-Bordeaux-On-White-03.jpg,Working Dogs,"LKR 90,000 - LKR 110,000",23 to 27 inches,58.42,68.58,90 to 100 pounds,40.82,45.36,3,3,3,4,3,8 to 12 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","The first thing you?ll notice about the DDB, as they?re sometimes known, is that massive head. You may also spot a bit of slobber hanging out of their mouth. Dogs of this breed may seem intimidating at first, and they will indeed protect their homes and families if they?re called to do so. But generally, these pups remain docile and have sweet dispositions. Don?t be fooled, though. This breed?s stubborn side means they need experienced pet parents who will keep up with consistent training. If you can do that, you?ll have a loving, faithful companion!"
339,Yorkshire Terrier,https://www.purina.co.nz/sites/default/files/styles/ttt_image_510/public/2021-02/BREED%20Hero%20Mobile_0000_yorkshire_terrier.jpg?itok=zFe6oRsp,Companion Dogs,"LKR 50,000 - LKR 70,000",8 to 9 inches,20.32,22.86,4 to 6 pounds,1.81,2.72,3,3,3,2,5,12 to 15 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","Small in size but big in personality, the Yorkshire Terrier makes a feisty but loving companion. The most popular toyÿdog breedÿin the United States, the ?Yorkie? has won many fans with their devotion to their owners, their elegant looks, and their suitability to apartment living."
340,Wirehaired Pointing Griffon,https://www.dogtime.com/assets/uploads/2011/01/file_23002_wirehaired-pointing-griffon-460x290.jpg,Sporting Dogs,"LKR 70,000 - LKR 90,000",20 to 24 inches,50.8,60.96,50 to 60 pounds,22.68,27.22,3,5,4,3,4,10 to 14 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","The Wirehaired Pointing Griffon is a happy and lovingÿdog breed. They make excellent gundogs or family companions, and they suffers from comparatively few diseases. With their sense of humor and lively nature, they?re a good match for an energetic family looking for a dog to be part of their daily activities."
342,Black Russian Terrier,https://www.dogtime.com/assets/uploads/2011/01/file_22914_black-russian-terrier-460x290.jpg,Working Dogs,"LKR 80,000 - LKR 100,000",26 to 28 inches,66.04,71.12,80 to 140 pounds,36.29,63.5,3,3,3,3,4,10 to 11 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","These majestic black beauties are highly intelligent, confident guard dogs who aren?t actually true terriers. Relatively new and still a rareÿdog breed, the Black Russian Terrier is a working dog who can protect a home or business, play with the family?s children, and excel in agility and obedience competition."
343,Sussex Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_22994_sussex-spaniel-460x290.jpg,Sporting Dogs,"LKR 55,000 - LKR 75,000",13 to 15 inches,33.02,38.1,35 to 45 pounds,15.88,20.41,4,5,3,3,2,11 to 14 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Long and low, with a unique golden liver color, the Sussex Spanielÿdog breedÿwas developed in Sussex County, England, to flush birds into the air for hunters. They have a reputation for being slow and sedate, but they liven up when they scent birds.With proper training and attention, the cheerful Sussex is an excellent companion. They fit very well into apartment life and give lots of love to their humans, but they don?t fair so well when left alone for long periods of time. As a highly sensitive breed, they crave affection and attention."
344,Rat Terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23226_rat-terrier-dog-breed-300x189.jpg,Terrier Dogs,"LKR 50,000 - LKR 70,000",13 to 16 inches,33.02,40.64,20 to 40 pounds,9.07,18.14,3,4,4,3,5,13 to 18 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","Members of the Rat Terrierÿdog breedÿare adorable, little, digging escape artists who areÿtrue terriers: feisty, funny, energetic, lively, vermin-chasing, and incapable of being boring. Stubborn as all get out, they are not big on pleasing people, but the people who love them laugh all the time."
345,Maltese,https://www.dogtime.com/assets/uploads/2011/01/file_23114_maltese-460x290.jpg,Companion Dogs,"LKR 55,000 - LKR 75,000",8 to 10 inches,20.32,25.4,5 to 7 pounds,2.27,3.18,3,4,3,2,3,12 to 15 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","This is a sprightly, vigorous dog who excels not onlyÿas a companionÿbut also as a therapy dog and competitor in such dog sports as agility, obedience, rally, and tracking. But most of all, they love to be with their people. Even novice pet parents and apartment dwellers will find these pups to be excellent furry family members."
346,Siberian Husky,https://www.dogtime.com/assets/uploads/2011/01/file_22948_siberian-husky-460x290.jpg,Working Dogs,"LKR 70,000 - LKR 90,000",20 to 23 inches,50.8,58.42,35 to 60 pounds,15.88,27.22,3,5,4,3,5,12 to 15 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","It is easy to see why many are drawn to the Siberian?s wolf-like looks, but beware because this athletic, intelligent dog can act independently and challenge first-time dog parents. Huskies also put the ?H? in Houdini and need a yard with a high fence that goes all the way into the ground to preventÿescapes. Giving your Husky enough exercise may prove easier said than done; though, it?ll reduce boredom and unwanted behaviors, like escape attempts."
347,Kuvasz,https://www.dogtime.com/assets/uploads/2011/01/file_22932_kuvasz-460x290.jpg,Working Dogs,"LKR 80,000 - LKR 100,000",26 to 30 inches,66.04,76.2,70 to 115 pounds,31.75,52.16,3,2,2,4,4,10 to 12 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","The Kuvasz is a large, white, flock-guarding dog who hails from Hungary. A one-family dog, they?re protective of their people and suspicious of strangers. Dogs of this breed think for themselves and can be challenging to train.The plural of Kuvasz is Kuvaszok in their native Hungarian. Although this is a purebred dog, you may be able to find them in shelters and rescues. Remember to adopt! Don?t shop if you want to bring one of these pups home."
348,Lancashire Heeler,https://www.dogtime.com/assets/uploads/2011/01/file_23282_lancashire-heeler-460x290.jpg,Herding Dogs,"LKR 50,000 - LKR 70,000",10 to 12 inches,25.4,30.48,13 to 15 pounds,5.9,6.8,3,3,3,3,4,9 to 14 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","The Lancashire Heeler was once used to drive livestock to market and hunt rats and rabbits at home. Now, they?re a popular companionÿdog breedÿin their native Britain.Lancashire Heelers resemble their Corgi cousins and can be intelligent, mischievous, or stubborn. That can make them difficult to train, so they?ll probably do best with an experienced pet parent. If you can meet the breed?s needs, you?ll have a loving, loyal, playful member of the family!"
349,DanishSwedish Farmdog,https://breed-assets.wisdompanel.com/dog/danish-swedish-farmdog/Danish_Swedish_Farmdog_Color_Small_File.png,Working Dogs,"LKR 60,000 - LKR 80,000",12 to 15 inches,30.48,38.1,15 to 20 pounds,6.8,9.07,3,5,4,3,4,11 to 13 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","While the DanishSwedish Farmdog might be good with children, it's also important to teach children how to play with dogs properly and always supervise playtime. The DanishSwedish Farmdog comes in a variety of tricolor and bicolor coats. The standard colors for this breed are white, brown, and black. The breed's coat is very easy to maintain. However, it sheds quite a bit, so these dogs are not recommended for families with allergies. The DanishSwedish Farmdog gets along well with other pets and thrives on the companionship. However, their high prey drive makes them unsuitable for very small pets, like hamsters, rabbits, or rodents. Due to the hunting and working origin of the breed, these dogs require lots of exercise. They also will not do well if left alone for long hours of the day."
350,Border Terrier,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0019_border_terrier.jpg?itok=VUmlj_-L,Terrier Dogs,"LKR 50,000 - LKR 70,000",10 to 11 inches,25.4,27.94,11 to 15 pounds,4.99,6.8,3,4,4,3,5,12 to 15 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","Border Terriers still have a powerful drive to hunt andÿdig, as well as the energy level that enabled them to keep up with hunters on horseback. These traits can make them an aggravating pet for some humans; for others, Border Terriers are wonderful companions who play hard and love harder. They can adapt to apartment life, so long as they get plenty of exercise. Give this pup plenty of physical activity, and you?ll have a loyal and affectionate best buddy for life."
